1986-01-01,0.0136,0.0064,0,0,1e-04,0,0.0042,0,4e-04,6e-04,9e-04,0.0113,0,0.0354,0,0,0.0062,0.0023,0,0.005,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0.0171,0,1e-04,0,2e-04,2e-04,0,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.0293,0,0,0,0,0,0,0.0308,9e-04,0,3e-04,0.0071,0,9e-04,0.006,0,0.0048,0,0,2e-04,0,1e-04,0.0123,0.0048,0.0061,0,0,0,0,0,0,0,0.0253,0.0016,0,0,0,0.0967,0,0,7e-04,0,0,0,0,0,0,0,0.0529,0,0,0,0.0019,0,0,0,0.0105,0,0,0,0,0,0.3233,0,0.0017,0,0,0,0,0,0.4112,0,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0.0095,0,0.0081,0,0,0,0,0,0,0,0.0011,0,0,0.0017,0,0,0,2e-04,0.0171,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0.0019,3e-04,0,0,0.0023,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,4e-04,0,5e-04,0,0.0097,2e-04,0,0,0.0022,0.0036,0,1e-04,0,0.0525,0.0058,5e-04,0.0047,0,0,0,0,0,0,0.0043,0,1e-04,0,0,2e-04,0,1e-04,0,1e-04,4e-04,0.0755,0,0,1e-04,0,0,0,0,0,0.0043,0,0,0.0033,0,0.0233,0.0068,0,4e-04,2e-04,0.0156,0,0.0116,0,0,0,0,2e-04,0,0.0303,0,0.0523,0,0,0,0.031,0,0.0136,0.006,0.3666,0.002,0.3212,0,0.2048,0,0,0,0,0,0.024,0,0.0033,0.1278,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0186,0,0,0,0,0.0016,0,0,0,0.0879,0,0,0,0,0,0,0,0,4e-04
1987-01-01,0.0157,0.0074,0,0,1e-04,0,0.0049,0,4e-04,7e-04,0.001,0.0131,0,0.041,0,0,0.0071,0.0027,0,0.0058,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0.0198,0,1e-04,0,2e-04,2e-04,0,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0.0339,0,0,0,0,0,0,0.0357,0.0011,0,4e-04,0.0082,0,0.001,0.007,0,0.0056,0,0,2e-04,0,1e-04,0.0141,0.0056,0.007,0,0,0,0,0,0,0,0.0293,0.0018,0,0,0,0.112,0,0,8e-04,0,0,0,0,0,0,0,0.0613,1e-04,0,0,0.0022,0,0,0,0.0122,0,0,0,0,0,0.3742,0,0.002,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0.011,0,0.0093,0,0,0,0,0,0,0,0.0012,0,0,0.002,0,0,0,2e-04,0.0198,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0.0022,4e-04,0,0,0.0027,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,4e-04,0,6e-04,0,0.0112,3e-04,0,0,0.0026,0.0042,0,1e-04,0,0.0608,0.0067,5e-04,0.0055,0,0,0,0,0,0,0.0049,0,1e-04,0,0,2e-04,0,1e-04,0,1e-04,4e-04,0.0873,0,0,1e-04,0,0,0,0,0,0.0049,0,0,0.0038,0,0.027,0.0078,0,4e-04,3e-04,0.018,0,0.0134,0,0,0,0,2e-04,0,0.0351,0,0.0606,0,0,0,0.0359,0,0.0157,0.007,0.4243,0.0023,0.3718,0,0.2371,0,0,0,0,0,0.0278,0,0.0038,0.1479,0,0.2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0216,0,0,0,0,0.0018,0,0,0,0.1018,0,0,0,0,0,0,0,0,5e-04
1988-01-01,0.0189,0.0089,0,0,1e-04,0,0.0058,0,5e-04,8e-04,0.0012,0.0157,0,0.0495,0,0,0.0086,0.0033,0,0.007,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0.0238,0,1e-04,0,3e-04,3e-04,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0.0408,0,0,0,0,0,0,0.0429,0.0013,0,4e-04,0.0098,0,0.0013,0.0084,0,0.0067,0,0,2e-04,0,2e-04,0.017,0.0067,0.0084,0,0,0,0,0,0,0,0.0353,0.0022,0,0,0,0.1348,0,0,0.001,0,0,0,0,0,0,0,0.0737,1e-04,0,0,0.0027,0,0,0,0.0147,0,0,0,0,0,0.4503,0,0.0024,0,0,0,0,0,0.5728,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0.0133,0,0.0112,0,0,0,0,0,0,0,0.0015,0,0,0.0024,0,0,0,3e-04,0.0238,0,7e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0.0026,5e-04,0,0,0.0032,0,0,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,5e-04,0,7e-04,0,0.0134,3e-04,0,0,0.0031,0.0052,0,1e-04,0,0.0732,0.0081,7e-04,0.0066,0,0,0,0,0,0,0.0059,0,1e-04,0,0,2e-04,0,1e-04,0,1e-04,4e-04,0.1051,0,0,2e-04,0,0,0,0,0,0.0059,0,0,0.0046,0,0.0324,0.0094,0,5e-04,3e-04,0.0217,0,0.0161,0,0,0,1e-04,2e-04,0,0.0422,0,0.0729,0,0,0,0.0432,0,0.0189,0.0084,0.5106,0.0028,0.4473,0,0.2853,0,0,0,0,0,0.0334,0,0.0046,0.178,0,0.2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.026,0,0,0,0,0.0022,0,0,0,0.1225,0,0,0,0,0,0,0,0,6e-04
1989-01-01,0.0216,0.0102,0,0,1e-04,0,0.0067,0,6e-04,9e-04,0.0014,0.018,0,0.0567,0,0,0.0098,0.0037,0,0.008,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0.0273,0,1e-04,0,3e-04,3e-04,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.0468,0,0,0,0,0,0,0.0492,0.0014,0,5e-04,0.0113,0,0.0014,0.0096,0,0.0077,0,0,3e-04,0,2e-04,0.0195,0.0077,0.0096,0,0,0,0,0,0,0,0.0403,0.0025,0,0,0,0.1545,0,0,0.0011,0,0,0,0,0,0,0,0.0845,1e-04,0,0,0.0031,0,0,0,0.0168,0,0,0,0,0,0.5162,0,0.0027,0,0,0,0,0,0.6566,0,0,0,0,0,0,0,0,0.0228,0,0,0,0,0,0,0.0152,0,0.0129,0,0,0,0,0,0,0,0.0017,0,0,0.0027,0,0,0,3e-04,0.0273,0,8e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0.003,5e-04,0,0,0.0037,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,6e-04,0,8e-04,0,0.0154,3e-04,0,0,0.0035,0.0059,0,1e-04,0,0.0839,0.0093,7e-04,0.0075,0,0,0,0,0,0,0.0068,0,1e-04,0,0,2e-04,0,1e-04,0,1e-04,5e-04,0.1205,0,0,2e-04,0,0,0,0,0,0.0068,0,0,0.0053,0,0.0372,0.0108,0,6e-04,4e-04,0.0249,0,0.0185,0,1e-04,0,1e-04,3e-04,0,0.0484,0,0.0836,0,0,0,0.0495,0,0.0217,0.0096,0.5852,0.0032,0.5128,0,0.327,0,0,0,0,0,0.0383,0,0.0053,0.204,0,0.3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0298,0,0,0,0,0.0025,0,0,0,0.1405,0,0,0,0,0,0,0,0,7e-04
1990-01-01,0.0249,0.0117,0,0,1e-04,0,0.0077,0,7e-04,0.0011,0.0016,0.0207,0,0.0652,0,0,0.0113,0.0043,0,0.0093,0,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0,0,0.0314,0,1e-04,0,4e-04,4e-04,0,0,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0.0102,0.0538,0,0,0,0,0,0,0.0566,0.0017,0,6e-04,0.013,0,0.0017,0.011,0,0.0088,0,0,3e-04,0,2e-04,0.0224,0.0088,0.0111,0,0,0,0,0,0,0,0.0464,0.0029,0,0,0,0.1776,0,0,0.0013,0,0,0,0,0,0,0,0.0971,1e-04,0,0,0.0036,0,0,0,0.0193,0,0,0,0,0,0.5934,0,0.0031,0,0,0,0,0,0.7548,0,0,0,0,0,0,0,0,0.0262,0,0,0,0,0,0,0.0175,0,0.0148,0,0,0,0,0,0,0,0.002,0,0,0.0032,0,0,0,4e-04,0.0314,0,9e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0.0035,6e-04,0,0,0.0042,0,0,0,0,0,0.0073,0,0,0,0,0,0,0,0,0,7e-04,0,9e-04,0,0.0177,4e-04,0,0,0.0041,0.0068,0,2e-04,0,0.0964,0.0106,9e-04,0.0086,0,0,0,0,0,0,0.0078,0,1e-04,0,0,3e-04,0,1e-04,0,1e-04,6e-04,0.1386,0,0,2e-04,0,0,0,0,0,0.0078,0,0,0.0061,0,0.0427,0.0124,0,7e-04,4e-04,0.0286,0,0.0213,0,1e-04,0,1e-04,3e-04,0,0.0557,0,0.096,0,0,0,0.0569,0,0.025,0.0111,0.6728,0.0036,0.5895,0,0.3759,0,0,0,0,0,0.044,0,0.0061,0.2346,0,0.3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0342,0,0,0,0,0.0029,0,0,0,0.1615,0,0,0,0,0,0,0,0,8e-04
1991-01-01,0.0297,0.014,0,0,1e-04,0,0.0092,0,8e-04,0.0013,0.0019,0.0247,0,0.0778,0,0,0.0135,0.0051,0,0.0111,0,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0.0376,0,1e-04,0,4e-04,5e-04,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0.0642,0,0,0,0,0,0,0.0676,0.002,0,7e-04,0.0155,0,0.002,0.0132,0,0.0106,0,0,3e-04,0,2e-04,0.0267,0.0105,0.0131,0,0,0,0,0,0,0,0.0555,0.0034,0,0,0,0.2121,0,0,0.0016,0,0,0,0,0,0,0,0.1159,1e-04,0,0,0.0043,0,0,0,0.0231,0,0,0,0,0,0.7087,0,0.0037,0,0,0,0,0,0.9015,0,0,0,0,0,0,0,0,0.0312,0,0,0,0,0,0,0.0209,0,0.0177,0,0,0,0,0,0,0,0.0023,0,0,0.0038,0,0,0,5e-04,0.0375,0,0.0011,0,0,0,0,0,0,0,0,0,0,1e-04,0.0042,7e-04,0,0,0.0051,0,0,0,0,0,0.0087,0,0,0,0,0,0,0,0,0,8e-04,0,0.0011,0,0.0212,5e-04,0,0,0.0048,0.0081,0,2e-04,0,0.1152,0.0127,0.001,0.0103,0,0,0,0,0,0,0.0093,0,2e-04,0,0,3e-04,0,2e-04,0,1e-04,7e-04,0.1654,0,0,2e-04,0,0,0,0,0,0.0093,0,0,0.0073,0,0.051,0.0147,0,8e-04,5e-04,0.0342,0,0.0254,0,1e-04,0,1e-04,4e-04,0,0.0665,0,0.1148,0,0,0,0.0679,0,0.0298,0.0132,0.8037,0.0043,0.704,0,0.449,0,0,0,0,0,0.0526,0,0.0072,0.2801,0,0.4669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,1e-04,0,0,0.0409,0,0,0,0,0.0035,0,0,0,0.1929,0,0,0,0,0,0,0,0,9e-04
1992-01-01,0.0361,0.0171,0,0,2e-04,0,0.0112,0,0.001,0.0016,0.0023,0.0301,0,0.0946,0,0,0.0164,0.0062,0,0.0135,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0,0,0,0,0,0,0,0.0457,0,2e-04,0,5e-04,6e-04,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0.0781,0,0,0,0,0,0,0.0822,0.0024,0,8e-04,0.0189,0,0.0024,0.016,0,0.0129,0,0,4e-04,0,3e-04,0.0325,0.0128,0.0161,0,0,0,0,0,0,0,0.0675,0.0042,0,0,0,0.258,0,0,0.0019,0,0,0,0,0,0,0,0.1411,1e-04,0,0,0.0052,0,0,0,0.0281,0,0,0,0,0,0.8622,0,0.0046,0,0,0,0,0,1.0968,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0.0254,0,0.0215,0,0,0,0,0,0,0,0.0029,0,0,0.0046,0,0,0,6e-04,0.0456,0,0.0013,0,0,0,0,0,0,0,0,0,0,1e-04,0.0051,9e-04,0,0,0.0061,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,0.001,0,0.0014,1e-04,0.0257,6e-04,0,0,0.0059,0.0098,0,2e-04,0,0.1401,0.0155,0.0012,0.0126,0,0,0,0,0,0,0.0114,0,3e-04,0,0,4e-04,0,2e-04,0,1e-04,8e-04,0.2013,0,0,3e-04,0,0,0,0,0,0.0114,0,0,0.0088,0,0.0621,0.018,0,0.001,6e-04,0.0416,0,0.0309,0,1e-04,0,1e-04,5e-04,0,0.0809,0,0.1396,0,0,0,0.0827,0,0.0362,0.0161,0.9776,0.0053,0.8565,0,0.5462,0,0,0,0,0,0.064,0,0.0088,0.3408,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,1e-04,0,0,0.0497,0,0,0,0,0.0042,0,0,0,0.2346,0,0,0,0,0,0,0,0,0.0011
1993-01-01,0.0395,0.0186,0,0,2e-04,0,0.0122,0,0.0011,0.0017,0.0026,0.0329,0,0.1034,0,0,0.0179,0.0068,0,0.0148,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0.0498,0,2e-04,0,6e-04,6e-04,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0.0853,0,0,0,0,0,0,0.0898,0.0026,0,9e-04,0.0206,1e-04,0.0026,0.0174,0,0.0141,0,0,5e-04,0,3e-04,0.0356,0.014,0.0175,0,0,0,0,0,0,0,0.0737,0.0045,0,0,0,0.2818,0,0,0.0021,0,0,0,0,0,0,0,0.1541,1e-04,0,0,0.0057,0,0,0,0.0307,0,0,0,0,0,0.9417,0,0.005,0,0,0,0,0,1.1979,0,0,0,0,0,0,0,0,0.0415,0,0,0,0,0,0,0.0278,0,0.0235,0,0,0,0,0,0,0,0.0031,0,0,0.005,0,0,0,6e-04,0.0498,0,0.0014,0,0,0,0,0,0,0,0,0,0,1e-04,0.0055,0.001,0,0,0.0067,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0,0.0011,0,0.0015,1e-04,0.0281,6e-04,0,0,0.0064,0.0107,0,3e-04,0,0.1531,0.0169,0.0014,0.0137,0,0,0,0,0,0,0.0124,0,3e-04,0,0,4e-04,0,2e-04,0,2e-04,9e-04,0.2199,0,0,3e-04,0,0,0,0,0,0.0124,0,0,0.0097,0,0.0678,0.0196,0,0.0011,8e-04,0.0454,0,0.0338,0,1e-04,0,1e-04,5e-04,0,0.0883,0,0.1524,0,0,0,0.0903,0,0.0396,0.0176,1.0678,0.0058,0.9355,0,0.5966,0,0,0,0,0,0.0699,0,0.0096,0.3723,0,0.6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,1e-04,0,0,0.0543,0,0,0,0,0.0046,0,0,0,0.2563,0,0,0,0,0,0,0,0,0.0012
1994-01-01,0.0451,0.0213,0,0,2e-04,0,0.014,0,0.0013,0.002,0.0029,0.0376,0,0.118,0,0,0.0205,0.0078,0,0.0168,0,9e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.0131,0,0,0,0,0,0,0,0.057,0,2e-04,0,7e-04,7e-04,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0186,0.0974,0,0,0,0,0,0,0.1025,0.003,0,0.001,0.0235,1e-04,0.003,0.0199,0,0.016,0,0,5e-04,0,4e-04,0.0405,0.016,0.0201,0,0,0,0,0,0,0,0.0842,0.0052,0,0,0,0.3218,0,0,0.0024,0,0,0,0,0,0,0,0.176,2e-04,0,0,0.0065,0,0,0,0.035,0,0,0,0,0,1.0754,0,0.0057,0,0,0,0,0,1.368,0,0,0,0,0,0,0,0,0.0474,0,0,0,0,0,0,0.0317,0,0.0268,0,0,0,0,0,0,0,0.0036,0,0,0.0057,0,0,0,7e-04,0.0568,0,0.0016,0,0,0,0,0,0,0,0,0,0,1e-04,0.0063,0.0011,0,0,0.0077,0,0,0,0,0,0.0132,0,0,0,0,0,0,0,0,0,0.0013,0,0.0017,1e-04,0.0321,7e-04,0,0,0.0074,0.0122,0,3e-04,0,0.1748,0.0193,0.0015,0.0157,0,0,0,0,0,0,0.0142,0,4e-04,0,0,5e-04,0,3e-04,0,2e-04,0.0011,0.251,0,0,4e-04,0,0,0,0,0,0.0142,0,0,0.011,0,0.0775,0.0224,0,0.0012,9e-04,0.0519,0,0.0386,0,1e-04,0,1e-04,6e-04,0,0.1009,0,0.1741,0,0,0,0.1031,0,0.0453,0.02,1.2195,0.0066,1.0683,0,0.6813,0,0,0,0,0,0.0798,0,0.011,0.4251,0,0.7085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0,1e-04,0,0,0.062,0,0,0,0,0.0053,0,0,0,0.2926,0,0,0,0,0,0,0,0,0.0014
1995-01-01,0.0583,0.0276,0,0,3e-04,0,0.0181,0,0.0017,0.0025,0.0038,0.0487,0,0.153,0,0,0.0265,0.0101,0,0.0218,0,0.0012,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.0169,0,0,0,0,0,0,0,0.0737,0,2e-04,0,9e-04,9e-04,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.1262,0,0,0,0,0,0,0.1328,0.0039,0,0.0013,0.0305,1e-04,0.0039,0.0258,0,0.0208,0,0,7e-04,0,5e-04,0.0525,0.0207,0.026,0,0,0,0,0,0,0,0.1089,0.0068,0,0,0,0.417,0,0,0.003,0,0,0,0,0,0,0,0.228,2e-04,0,0,0.0084,0,0,0,0.0454,0,0,0,0,0,1.3933,0,0.0074,0,0,0,0,0,1.7725,0,0,0,0,0,0,0,0,0.0614,0,0,0,0,0,0,0.0411,0,0.0347,0,0,0,0,0,0,0,0.0046,0,0,0.0074,0,0,0,9e-04,0.0736,0,0.0021,0,0,0,0,0,0,0,0,0,0,2e-04,0.0082,0.0014,0,0,0.0099,0,0,0,0,0,0.0171,0,0,0,0,0,0,0,0,0,0.0016,0,0.0022,1e-04,0.0416,9e-04,0,0,0.0095,0.0159,0,4e-04,0,0.2265,0.025,0.0019,0.0203,0,0,0,0,0,0,0.0184,0,4e-04,0,0,7e-04,0,4e-04,0,2e-04,0.0014,0.3253,0,0,5e-04,0,0,0,0,0,0.0184,0,0,0.0143,0,0.1004,0.029,0,0.0016,0.0011,0.0672,0,0.05,0,2e-04,0,2e-04,7e-04,0,0.1307,0,0.2256,0,0,0,0.1336,0,0.0586,0.026,1.5799,0.0085,1.3842,0,0.8827,0,0,1e-04,0,0,0.1034,0,0.0142,0.5508,0,0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,1e-04,0,0,0.0804,0,0,0,0,0.0069,0,0,0,0.3791,0,0,0,0,0,0,0,0,0.0018
1996-01-01,0.0553,0.0262,0,0,3e-04,0,0.0172,0,0.0017,0.0024,0.0036,0.0461,0,0.1451,0,0,0.0252,0.0096,0,0.0207,0,0.0012,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.0161,0,0,0,0,0,0,0,0.0709,0,3e-04,0,8e-04,9e-04,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.0228,0.1006,0,0,0,0,0,0,0.1255,0.0038,0,0.0014,0.029,1e-04,0.0037,0.0247,0,0.0173,0,0,7e-04,0,5e-04,0.0496,0.0198,0.0247,0,0,0,0,0,0,0,0.1039,0.0065,0,0,0,0.3939,0,0,0.0029,0,0,0,0,0,0,0,0.1961,2e-04,0,0,0.008,0,0,0,0.0479,0,0,0,0,0,1.4724,0,0.007,0,0,0,0,0,1.444,0,0,0,0,0,0,0,0,0.0571,0,0,0,0,0,0,0.0413,0,0.0335,0,0,0,0,0,0,0,0.0044,0,0,0.0071,0,0,0,9e-04,0.0593,0,0.002,0,0,0,0,0,0,0,0,0,0,1e-04,0.0079,0.0014,0,0,0.0096,0,0,0,0,0,0.0166,0,0,0,0,0,0,0,0,0,0.0016,0,0.0021,1e-04,0.04,9e-04,0,0,0.0092,0.0151,0,4e-04,0,0.2177,0.024,0.0019,0.0195,0,0,0,0,0,0,0.0177,0,4e-04,0,0,6e-04,0,3e-04,0,2e-04,0.0013,0.3115,0,0,5e-04,0,0,0,0,0,0.0177,0,0,0.0156,0,0.0959,0.0281,0,0.0016,0.0011,0.0649,0,0.0483,0,1e-04,0,2e-04,7e-04,0,0.1249,0,0.2143,0,0,0,0.1271,0,0.0551,0.0244,1.612,0.0081,1.0988,0,0.8307,0,0,1e-04,0,0,0.0984,0,0.015,0.5183,0,0.8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,1e-04,0,0,0.0761,0,0,0,0,0.0065,0,0,0,0.3552,0,0,0,0,0,0,0,0,0.0017
1997-01-01,0.0591,0.0279,0,0,3e-04,0,0.0183,0,0.0018,0.0026,0.0038,0.0492,0,0.1547,0,0,0.0268,0.0102,0,0.022,0,0.0012,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.0171,0,0,0,0,0,0,0,0.0757,0,3e-04,0,9e-04,9e-04,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0.0234,0.1216,0,0,0,0,0,0,0.1209,0.0038,0,0.0014,0.028,1e-04,0.0038,0.0252,0,0.0201,0,0,7e-04,0,5e-04,0.0478,0.0202,0.0246,0,0,0,0,0,0,0,0.1067,0.0066,0,0,0,0.389,0,0,0.0031,0,0,0,0,0,0,0,0.2279,2e-04,0,0,0.0084,0,0,0,0.0498,0,0,0,0,0,1.5297,0,0.0074,0,0,0,0,0,1.6843,0,0,0,0,0,0,0,0,0.0583,0,0,0,0,0,0,0.0423,0,0.034,0,0,0,0,0,0,0,0.0045,0,0,0.0073,0,0,0,9e-04,0.072,0,0.0021,0,0,0,0,0,0,0,0,0,0,2e-04,0.0081,0.0014,0,0,0.0099,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0.0016,0,0.0022,1e-04,0.041,9e-04,0,0,0.0094,0.0145,0,4e-04,0,0.223,0.0246,0.0019,0.02,0,0,0,0,0,0,0.0181,0,4e-04,0,0,6e-04,0,3e-04,0,2e-04,0.0014,0.3081,0,0,5e-04,0,0,0,0,0,0.0186,0,0,0.0164,0,0.0947,0.0295,0,0.0016,0.0011,0.0682,0,0.0507,0,2e-04,0,2e-04,7e-04,0,0.1234,0,0.2252,0,0,0,0.1347,0,0.055,0.0244,1.7201,0.0086,1.3751,0,0.8282,0,0,1e-04,0,0,0.1043,0,0.0156,0.5168,0,0.8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,1e-04,0,0,0.0819,0,0,0,0,0.007,0,0,0,0.3597,0,0,0,0,0,0,0,0,0.0018
1998-01-01,0.056,0.0265,0,0,3e-04,0,0.0173,0,0.0015,0.0024,0.0036,0.0467,0,0.1467,0,0,0.0255,0.0097,0,0.0209,0,0.0012,0,0,0,0,0,0,0,0,0,0,1e-04,0,0.0162,0,0,0,0,0,0,0,0.0739,0,2e-04,0,9e-04,9e-04,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0.0233,0.1257,0,0,0,0,0,0,0.1152,0.0038,0,0.0013,0.0266,1e-04,0.0038,0.025,0,0.0206,0,0,7e-04,0,5e-04,0.0457,0.0201,0.0242,0,0,0,0,0,0,0,0.1034,0.0064,0,0,0,0.3671,0,0,0.003,0,0,0,0,0,0,0,0.2271,2e-04,0,0,0.0082,0,0,0,0.043,0,0,0,0,0,1.3193,0,0.0072,0,0,0,0,0,1.7463,0,0,0,0,0,0,0,0,0.0596,0,0,0,0,0,0,0.0385,0,0.0339,0,0,0,0,0,0,0,0.0045,0,0,0.0073,0,0,0,9e-04,0.0725,0,0.002,0,0,0,0,0,0,0,0,0,0,1e-04,0.0078,0.0014,0,0,0.0096,0,0,0,0,0,0.0165,0,0,0,0,0,0,0,0,0,0.0016,0,0.0021,1e-04,0.0403,9e-04,0,0,0.0092,0.0137,0,4e-04,0,0.2194,0.0242,0.0019,0.0197,0,0,0,0,0,0,0.0178,0,4e-04,0,0,6e-04,0,3e-04,0,2e-04,0.0014,0.2871,0,0,5e-04,0,0,0,0,0,0.0182,0,0,0.0138,0,0.0884,0.0287,0,0.0016,0.0011,0.0664,0,0.0494,0,2e-04,0,2e-04,7e-04,0,0.1152,0,0.2183,0,0,0,0.1312,0,0.0515,0.0228,1.5036,0.0084,1.3928,0,0.7734,0,0,0,0,0,0.1016,0,0.0135,0.4825,0,0.8042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,1e-04,0,0,0.0805,0,0,0,0,0.0069,0,0,0,0.3385,0,0,0,0,0,0,0,0,0.0018
